match_id,round,timestamp,event_type,details
match_4bc226b4be,0,1,WeaponFire,Player Wi11ard fired P2000 (speed=0.00)
match_4bc226b4be,0,1,WeaponFire,Player tusmuertos fired Knife (speed=0.00)
match_4bc226b4be,1,66,RoundStart,Round 1 started (freeze time)
match_4bc226b4be,1,578,ItemPickup,Player tusmuertos bought Kevlar Vest [finalMoney(after)=150 cost=650]
match_4bc226b4be,1,620,ItemPickup,Player Rodrigo bought Kevlar Vest [finalMoney(after)=150 cost=650]
match_4bc226b4be,1,667,ItemPickup,Player Rodrigo bought Decoy Grenade [finalMoney(after)=100 cost=50]
match_4bc226b4be,1,748,ItemPickup,Player ♕QUE MIRA BOBO♕ bought Kevlar Vest [finalMoney(after)=150 cost=650]
match_4bc226b4be,1,748,ItemPickup,Player Wi11ard bought Kevlar Vest [finalMoney(after)=150 cost=650]
match_4bc226b4be,1,773,ItemPickup,Player ๖ۣۜBossma๖ۣۜ bought HE Grenade [finalMoney(after)=500 cost=300]
match_4bc226b4be,1,806,ItemPickup,Player ๖ۣۜBossma๖ۣۜ bought Defuse Kit [finalMoney(after)=100 cost=400]
match_4bc226b4be,1,936,ItemPickup,Player SOBAO bought P250 [finalMoney(after)=500 cost=300]
match_4bc226b4be,1,982,ItemPickup,Player SOBAO bought Incendiary Grenade [finalMoney(after)=0 cost=500]
match_4bc226b4be,1,1142,ItemPickup,Player Kerchak bought Kevlar Vest [finalMoney(after)=150 cost=650]
match_4bc226b4be,1,1634,ItemPickup,Player SoldadoDeMou10 bought Kevlar Vest [finalMoney(after)=150 cost=650]
match_4bc226b4be,1,1761,FreezeTimeEnded,"Round 1: freeze time ended, action begins!"
match_4bc226b4be,1,1866,ItemPickup,Player SoldadoDeMou10 picked_up Kevlar Vest [finalMoney(after)=150 cost=650]
match_4bc226b4be,1,1924,ItemPickup,Player Young Reel bought Kevlar Vest [finalMoney(after)=150 cost=650]
match_4bc226b4be,1,2155,WeaponFire,Player Rodrigo fired Decoy Grenade (speed=420.89)
match_4bc226b4be,1,2205,WeaponFire,Player SOBAO fired Incendiary Grenade (speed=491.25)
match_4bc226b4be,1,2626,DeathPosition,"Player Young Reel died at (-2033.6, 1227.6, 33.5)"
match_4bc226b4be,1,2626,Kill,"Killer=SOBAO, Victim=Young Reel, Headshot=true"
match_4bc226b4be,1,2626,WeaponFire,Player SOBAO fired P250 (speed=76.05)
match_4bc226b4be,1,2632,ItemPickup,Player ♕QUE MIRA BOBO♕ picked_up C4 [finalMoney(after)=150 cost=0]
match_4bc226b4be,1,2636,WeaponFire,Player SOBAO fired P250 (speed=117.50)
match_4bc226b4be,1,2776,WeaponFire,Player EL MATA POLLOS fired Glock-18 (speed=437.90)
match_4bc226b4be,1,2783,DeathPosition,"Player EL MATA POLLOS died at (646.1, 764.5, 0.8)"
match_4bc226b4be,1,2783,Kill,"Killer=Wi11ard, Victim=EL MATA POLLOS, Headshot=true"
match_4bc226b4be,1,2783,WeaponFire,Player Wi11ard fired P2000 (speed=391.49)
match_4bc226b4be,1,2801,WeaponFire,Player Wi11ard fired P2000 (speed=244.01)
match_4bc226b4be,1,2879,WeaponFire,Player Rodrigo fired Glock-18 (speed=344.92)
match_4bc226b4be,1,2893,WeaponFire,Player SoldadoDeMou10 fired USP-S (speed=180.66)
match_4bc226b4be,1,2893,WeaponFire,Player Rodrigo fired Glock-18 (speed=105.18)
match_4bc226b4be,1,2951,WeaponFire,Player SoldadoDeMou10 fired USP-S (speed=237.15)
match_4bc226b4be,1,2960,WeaponFire,Player Rodrigo fired Glock-18 (speed=455.61)
match_4bc226b4be,1,2970,WeaponFire,Player Rodrigo fired Glock-18 (speed=415.04)
match_4bc226b4be,1,2978,WeaponFire,Player SoldadoDeMou10 fired USP-S (speed=194.06)
match_4bc226b4be,1,2980,WeaponFire,Player Rodrigo fired Glock-18 (speed=28.01)
match_4bc226b4be,1,2991,WeaponFire,Player Rodrigo fired Glock-18 (speed=19.42)
match_4bc226b4be,1,2998,WeaponFire,Player SoldadoDeMou10 fired USP-S (speed=161.03)
match_4bc226b4be,1,3003,WeaponFire,Player Rodrigo fired Glock-18 (speed=272.19)
match_4bc226b4be,1,3017,WeaponFire,Player Rodrigo fired Glock-18 (speed=113.45)
match_4bc226b4be,1,3019,WeaponFire,Player SoldadoDeMou10 fired USP-S (speed=87.50)
match_4bc226b4be,1,3031,WeaponFire,Player Rodrigo fired Glock-18 (speed=368.90)
match_4bc226b4be,1,3041,DeathPosition,"Player SoldadoDeMou10 died at (-417.5, 2296.7, -112.6)"
match_4bc226b4be,1,3041,Kill,"Killer=Rodrigo, Victim=SoldadoDeMou10, Headshot=true"
match_4bc226b4be,1,3041,WeaponFire,Player Rodrigo fired Glock-18 (speed=59.06)
match_4bc226b4be,1,3051,WeaponFire,Player Rodrigo fired Glock-18 (speed=52.12)
match_4bc226b4be,1,3394,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=249.61)
match_4bc226b4be,1,3417,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired USP-S (speed=249.55)
match_4bc226b4be,1,3417,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=100.71)
match_4bc226b4be,1,3419,WeaponFire,Player tusmuertos fired Glock-18 (speed=73.70)
match_4bc226b4be,1,3430,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired USP-S (speed=261.19)
match_4bc226b4be,1,3431,WeaponFire,Player tusmuertos fired Glock-18 (speed=41.76)
match_4bc226b4be,1,3441,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired USP-S (speed=292.59)
match_4bc226b4be,1,3442,WeaponFire,Player tusmuertos fired Glock-18 (speed=228.00)
match_4bc226b4be,1,3452,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired USP-S (speed=375.31)
match_4bc226b4be,1,3453,WeaponFire,Player tusmuertos fired Glock-18 (speed=272.58)
match_4bc226b4be,1,3463,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired USP-S (speed=292.10)
match_4bc226b4be,1,3466,WeaponFire,Player tusmuertos fired Glock-18 (speed=122.49)
match_4bc226b4be,1,3474,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired USP-S (speed=398.35)
match_4bc226b4be,1,3478,WeaponFire,Player tusmuertos fired Glock-18 (speed=233.58)
match_4bc226b4be,1,3478,WeaponFire,Player Rodrigo fired Glock-18 (speed=198.50)
match_4bc226b4be,1,3485,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired USP-S (speed=241.25)
match_4bc226b4be,1,3487,DeathPosition,"Player ๖ۣۜBossma๖ۣۜ died at (-121.8, 1360.5, 0.0)"
match_4bc226b4be,1,3487,Kill,"Killer=tusmuertos, Victim=๖ۣۜBossma๖ۣۜ, Headshot=true"
match_4bc226b4be,1,3487,WeaponFire,Player tusmuertos fired Glock-18 (speed=232.71)
match_4bc226b4be,1,3488,WeaponFire,Player Kerchak fired USP-S (speed=9.69)
match_4bc226b4be,1,3490,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=294.68)
match_4bc226b4be,1,3495,WeaponFire,Player Rodrigo fired Glock-18 (speed=275.55)
match_4bc226b4be,1,3499,WeaponFire,Player tusmuertos fired Glock-18 (speed=162.81)
match_4bc226b4be,1,3511,WeaponFire,Player Rodrigo fired Glock-18 (speed=437.68)
match_4bc226b4be,1,3527,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=173.06)
match_4bc226b4be,1,3527,WeaponFire,Player Rodrigo fired Glock-18 (speed=73.90)
match_4bc226b4be,1,3534,WeaponFire,Player SOBAO fired P250 (speed=402.66)
match_4bc226b4be,1,3539,WeaponFire,Player Rodrigo fired Glock-18 (speed=89.95)
match_4bc226b4be,1,3553,WeaponFire,Player SOBAO fired P250 (speed=209.14)
match_4bc226b4be,1,3563,WeaponFire,Player Kerchak fired USP-S (speed=62.74)
match_4bc226b4be,1,3568,WeaponFire,Player SOBAO fired P250 (speed=72.95)
match_4bc226b4be,1,3579,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=252.01)
match_4bc226b4be,1,3582,WeaponFire,Player Kerchak fired USP-S (speed=180.72)
match_4bc226b4be,1,3589,WeaponFire,Player Rodrigo fired Glock-18 (speed=210.55)
match_4bc226b4be,1,3601,DeathPosition,"Player Rodrigo died at (-420.1, 2235.9, -119.8)"
match_4bc226b4be,1,3601,Kill,"Killer=Kerchak, Victim=Rodrigo, Headshot=true"
match_4bc226b4be,1,3601,WeaponFire,Player Kerchak fired USP-S (speed=0.50)
match_4bc226b4be,1,3606,ItemPickup,Player tusmuertos picked_up USP-S [finalMoney(after)=150 cost=200]
match_4bc226b4be,1,3609,ItemPickup,Player tusmuertos picked_up HE Grenade [finalMoney(after)=150 cost=300]
match_4bc226b4be,1,3752,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=0.00)
match_4bc226b4be,1,3760,WeaponFire,Player SOBAO fired P250 (speed=405.63)
match_4bc226b4be,1,3762,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=0.00)
match_4bc226b4be,1,3840,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=386.97)
match_4bc226b4be,1,3845,WeaponFire,Player SOBAO fired P250 (speed=11.54)
match_4bc226b4be,1,3860,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=330.25)
match_4bc226b4be,1,3866,WeaponFire,Player SOBAO fired P250 (speed=236.57)
match_4bc226b4be,1,3877,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=202.10)
match_4bc226b4be,1,3882,WeaponFire,Player SOBAO fired P250 (speed=7.79)
match_4bc226b4be,1,3892,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=355.48)
match_4bc226b4be,1,3904,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=241.42)
match_4bc226b4be,1,3907,DeathPosition,"Player ♕QUE MIRA BOBO♕ died at (-2006.2, 1086.4, 36.8)"
match_4bc226b4be,1,3907,Kill,"Killer=SOBAO, Victim=♕QUE MIRA BOBO♕, Headshot=true"
match_4bc226b4be,1,3907,WeaponFire,Player SOBAO fired P250 (speed=16.47)
match_4bc226b4be,1,3925,WeaponFire,Player SOBAO fired P250 (speed=394.14)
match_4bc226b4be,1,3993,WeaponFire,Player Wi11ard fired P2000 (speed=71.30)
match_4bc226b4be,1,4006,WeaponFire,Player Wi11ard fired P2000 (speed=218.28)
match_4bc226b4be,1,4030,WeaponFire,Player Wi11ard fired P2000 (speed=312.73)
match_4bc226b4be,1,4054,WeaponFire,Player Wi11ard fired P2000 (speed=0.00)
match_4bc226b4be,1,4058,WeaponFire,Player tusmuertos fired USP-S (speed=83.99)
match_4bc226b4be,1,4073,WeaponFire,Player tusmuertos fired USP-S (speed=61.53)
match_4bc226b4be,1,4076,WeaponFire,Player Wi11ard fired P2000 (speed=88.21)
match_4bc226b4be,1,4097,WeaponFire,Player Wi11ard fired P2000 (speed=139.08)
match_4bc226b4be,1,4098,WeaponFire,Player tusmuertos fired USP-S (speed=3.09)
match_4bc226b4be,1,4111,WeaponFire,Player tusmuertos fired USP-S (speed=213.60)
match_4bc226b4be,1,4116,WeaponFire,Player Wi11ard fired P2000 (speed=117.28)
match_4bc226b4be,1,4123,WeaponFire,Player tusmuertos fired USP-S (speed=3.97)
match_4bc226b4be,1,4134,WeaponFire,Player Wi11ard fired P2000 (speed=0.00)
match_4bc226b4be,1,4136,WeaponFire,Player tusmuertos fired USP-S (speed=44.93)
match_4bc226b4be,1,4147,WeaponFire,Player tusmuertos fired USP-S (speed=11.44)
match_4bc226b4be,1,4151,WeaponFire,Player Wi11ard fired P2000 (speed=0.00)
match_4bc226b4be,1,4158,WeaponFire,Player tusmuertos fired USP-S (speed=3.83)
match_4bc226b4be,1,4171,WeaponFire,Player tusmuertos fired USP-S (speed=25.97)
match_4bc226b4be,1,4175,WeaponFire,Player Wi11ard fired P2000 (speed=0.00)
match_4bc226b4be,1,4182,DeathPosition,"Player Wi11ard died at (1338.3, 1979.5, -4.4)"
match_4bc226b4be,1,4182,Kill,"Killer=tusmuertos, Victim=Wi11ard, Headshot=false"
match_4bc226b4be,1,4182,WeaponFire,Player tusmuertos fired USP-S (speed=40.20)
match_4bc226b4be,1,4195,WeaponFire,Player tusmuertos fired USP-S (speed=186.22)
match_4bc226b4be,1,4378,WeaponFire,Player Kerchak fired USP-S (speed=67.67)
match_4bc226b4be,1,4396,WeaponFire,Player Kerchak fired USP-S (speed=59.38)
match_4bc226b4be,1,4418,WeaponFire,Player Kerchak fired USP-S (speed=96.75)
match_4bc226b4be,1,4437,WeaponFire,Player tusmuertos fired USP-S (speed=204.24)
match_4bc226b4be,1,4439,WeaponFire,Player Kerchak fired USP-S (speed=118.93)
match_4bc226b4be,1,4460,WeaponFire,Player tusmuertos fired USP-S (speed=126.49)
match_4bc226b4be,1,4460,WeaponFire,Player Kerchak fired USP-S (speed=152.68)
match_4bc226b4be,1,4479,WeaponFire,Player tusmuertos fired USP-S (speed=208.75)
match_4bc226b4be,1,4480,WeaponFire,Player Kerchak fired USP-S (speed=47.46)
match_4bc226b4be,1,4496,WeaponFire,Player Kerchak fired USP-S (speed=9.96)
match_4bc226b4be,1,4497,WeaponFire,Player tusmuertos fired USP-S (speed=234.38)
match_4bc226b4be,1,4520,DeathPosition,"Player tusmuertos died at (575.7, 2264.2, -97.2)"
match_4bc226b4be,1,4520,Kill,"Killer=Kerchak, Victim=tusmuertos, Headshot=true"
match_4bc226b4be,1,4520,WeaponFire,Player Kerchak fired USP-S (speed=1.20)
match_4bc226b4be,1,4520,RoundEnd,Round 1 ended. Reason: 8 (Winner=3)
match_4bc226b4be,1,4701,WeaponFire,Player SOBAO fired Knife (speed=26.19)
match_4bc226b4be,1,4726,WeaponFire,Player SOBAO fired Knife (speed=26.19)
match_4bc226b4be,1,4746,WeaponFire,Player Kerchak fired Knife (speed=1.20)
match_4bc226b4be,1,4859,WeaponFire,Player Kerchak fired Knife (speed=1.20)
match_4bc226b4be,1,4868,WeaponFire,Player SOBAO fired Knife (speed=26.19)
match_4bc226b4be,1,4900,WeaponFire,Player SOBAO fired Knife (speed=26.19)
match_4bc226b4be,1,4914,WeaponFire,Player Kerchak fired Knife (speed=1.20)
match_4bc226b4be,1,4932,WeaponFire,Player SOBAO fired Knife (speed=26.19)
match_4bc226b4be,1,4964,WeaponFire,Player SOBAO fired Knife (speed=26.19)
match_4bc226b4be,2,4968,RoundStart,Round 2 started (freeze time)
match_4bc226b4be,2,4968,ItemPickup,Player ๖ۣۜBossma๖ۣۜ picked_up Knife [finalMoney(after)=3350 cost=0]
match_4bc226b4be,2,4968,ItemPickup,Player ๖ۣۜBossma๖ۣۜ bought USP-S [finalMoney(after)=3150 cost=200]
match_4bc226b4be,2,4968,ItemPickup,Player SoldadoDeMou10 picked_up Knife [finalMoney(after)=3400 cost=0]
match_4bc226b4be,2,4968,ItemPickup,Player SoldadoDeMou10 bought USP-S [finalMoney(after)=3200 cost=200]
match_4bc226b4be,2,4968,ItemPickup,Player Wi11ard picked_up Knife [finalMoney(after)=3700 cost=0]
match_4bc226b4be,2,4968,ItemPickup,Player Wi11ard bought P2000 [finalMoney(after)=3500 cost=200]
match_4bc226b4be,2,4968,ItemPickup,Player ♕QUE MIRA BOBO♕ picked_up Knife [finalMoney(after)=2050 cost=0]
match_4bc226b4be,2,4968,ItemPickup,Player ♕QUE MIRA BOBO♕ bought Glock-18 [finalMoney(after)=1850 cost=200]
match_4bc226b4be,2,4968,ItemPickup,Player tusmuertos picked_up Knife [finalMoney(after)=2650 cost=0]
match_4bc226b4be,2,4968,ItemPickup,Player tusmuertos bought Glock-18 [finalMoney(after)=2450 cost=200]
match_4bc226b4be,2,4968,ItemPickup,Player Rodrigo picked_up Knife [finalMoney(after)=2300 cost=0]
match_4bc226b4be,2,4968,ItemPickup,Player Rodrigo bought Glock-18 [finalMoney(after)=2100 cost=200]
match_4bc226b4be,2,4968,ItemPickup,Player Young Reel picked_up Knife [finalMoney(after)=2050 cost=0]
match_4bc226b4be,2,4968,ItemPickup,Player Young Reel bought Glock-18 [finalMoney(after)=1850 cost=200]
match_4bc226b4be,2,4968,ItemPickup,Player EL MATA POLLOS picked_up Knife [finalMoney(after)=2700 cost=0]
match_4bc226b4be,2,4968,ItemPickup,Player EL MATA POLLOS bought Glock-18 [finalMoney(after)=2500 cost=200]
match_4bc226b4be,2,4968,ItemPickup,Player Young Reel picked_up C4 [finalMoney(after)=1850 cost=0]
match_4bc226b4be,2,5064,ItemPickup,Player tusmuertos bought Kevlar Vest [finalMoney(after)=1800 cost=650]
match_4bc226b4be,2,5264,ItemPickup,Player SOBAO bought Kevlar + Helmet [finalMoney(after)=2850 cost=1000]
match_4bc226b4be,2,5299,ItemPickup,Player SOBAO bought MP9 [finalMoney(after)=1600 cost=1250]
match_4bc226b4be,2,5317,ItemPickup,Player ๖ۣۜBossma๖ۣۜ bought Kevlar + Helmet [finalMoney(after)=2150 cost=1000]
match_4bc226b4be,2,5375,ItemPickup,Player SOBAO bought Incendiary Grenade [finalMoney(after)=1100 cost=500]
match_4bc226b4be,2,5375,ItemPickup,Player ๖ۣۜBossma๖ۣۜ bought MP9 [finalMoney(after)=900 cost=1250]
match_4bc226b4be,2,5414,ItemPickup,Player ๖ۣۜBossma๖ۣۜ bought Smoke Grenade [finalMoney(after)=600 cost=300]
match_4bc226b4be,2,5435,ItemPickup,Player ๖ۣۜBossma๖ۣۜ bought HE Grenade [finalMoney(after)=300 cost=300]
match_4bc226b4be,2,5454,ItemPickup,Player ๖ۣۜBossma๖ۣۜ picked_up Incendiary Grenade [finalMoney(after)=300 cost=500]
match_4bc226b4be,2,5469,ItemPickup,Player SoldadoDeMou10 bought MP9 [finalMoney(after)=1950 cost=1250]
match_4bc226b4be,2,5506,ItemPickup,Player SoldadoDeMou10 bought Kevlar + Helmet [finalMoney(after)=950 cost=1000]
match_4bc226b4be,2,5529,ItemPickup,Player Wi11ard bought Kevlar + Helmet [finalMoney(after)=2500 cost=1000]
match_4bc226b4be,2,5586,ItemPickup,Player Wi11ard bought MP9 [finalMoney(after)=1250 cost=1250]
match_4bc226b4be,2,5621,ItemPickup,Player SoldadoDeMou10 bought HE Grenade [finalMoney(after)=650 cost=300]
match_4bc226b4be,2,5636,ItemPickup,Player SoldadoDeMou10 bought Smoke Grenade [finalMoney(after)=350 cost=300]
match_4bc226b4be,2,5677,ItemPickup,Player SOBAO bought Smoke Grenade [finalMoney(after)=800 cost=300]
match_4bc226b4be,2,5767,ItemPickup,Player Wi11ard bought Incendiary Grenade [finalMoney(after)=750 cost=500]
match_4bc226b4be,2,5804,ItemPickup,Player Wi11ard bought Smoke Grenade [finalMoney(after)=450 cost=300]
match_4bc226b4be,2,5866,ItemPickup,Player Wi11ard bought Defuse Kit [finalMoney(after)=50 cost=400]
match_4bc226b4be,2,5947,ItemPickup,Player tusmuertos bought Kevlar Vest [finalMoney(after)=1150 cost=650]
match_4bc226b4be,2,5963,ItemPickup,Player SoldadoDeMou10 picked_up Incendiary Grenade [finalMoney(after)=350 cost=500]
match_4bc226b4be,2,6131,ItemPickup,Player SoldadoDeMou10 bought Decoy Grenade [finalMoney(after)=300 cost=50]
match_4bc226b4be,2,6172,ItemPickup,Player Kerchak bought M4A4 [finalMoney(after)=1100 cost=2900]
match_4bc226b4be,2,6195,ItemPickup,Player Kerchak bought Kevlar + Helmet [finalMoney(after)=100 cost=1000]
match_4bc226b4be,2,6248,FreezeTimeEnded,"Round 2: freeze time ended, action begins!"
match_4bc226b4be,2,6325,WeaponFire,Player SoldadoDeMou10 fired Decoy Grenade (speed=497.22)
match_4bc226b4be,2,6509,WeaponFire,Player Rodrigo fired Knife (speed=498.11)
match_4bc226b4be,2,6650,WeaponFire,Player SoldadoDeMou10 fired Incendiary Grenade (speed=501.08)
match_4bc226b4be,2,6664,WeaponFire,Player Rodrigo fired Knife (speed=498.41)
match_4bc226b4be,2,6665,WeaponFire,Player SOBAO fired Incendiary Grenade (speed=497.22)
match_4bc226b4be,2,6745,WeaponFire,Player Wi11ard fired Incendiary Grenade (speed=484.77)
match_4bc226b4be,2,6890,WeaponFire,Player Rodrigo fired Glock-18 (speed=479.74)
match_4bc226b4be,2,6899,WeaponFire,Player Wi11ard fired MP9 (speed=447.15)
match_4bc226b4be,2,6900,WeaponFire,Player Rodrigo fired Glock-18 (speed=457.80)
match_4bc226b4be,2,6904,WeaponFire,Player Wi11ard fired MP9 (speed=459.60)
match_4bc226b4be,2,6908,WeaponFire,Player Wi11ard fired MP9 (speed=459.60)
match_4bc226b4be,2,6910,WeaponFire,Player Rodrigo fired Glock-18 (speed=374.89)
match_4bc226b4be,2,6913,WeaponFire,Player Wi11ard fired MP9 (speed=479.42)
match_4bc226b4be,2,6917,WeaponFire,Player Wi11ard fired MP9 (speed=479.42)
match_4bc226b4be,2,6920,WeaponFire,Player Rodrigo fired Glock-18 (speed=249.78)
match_4bc226b4be,2,6922,WeaponFire,Player Wi11ard fired MP9 (speed=223.69)
match_4bc226b4be,2,6930,WeaponFire,Player Wi11ard fired MP9 (speed=223.69)
match_4bc226b4be,2,6935,DeathPosition,"Player Rodrigo died at (650.0, 796.6, 0.6)"
match_4bc226b4be,2,6935,Kill,"Killer=Wi11ard, Victim=Rodrigo, Headshot=true"
match_4bc226b4be,2,6935,WeaponFire,Player Wi11ard fired MP9 (speed=238.01)
match_4bc226b4be,2,6939,WeaponFire,Player Wi11ard fired MP9 (speed=238.01)
match_4bc226b4be,2,6944,WeaponFire,Player Wi11ard fired MP9 (speed=138.34)
match_4bc226b4be,2,6948,WeaponFire,Player Wi11ard fired MP9 (speed=138.34)
match_4bc226b4be,2,6953,WeaponFire,Player Wi11ard fired MP9 (speed=125.71)
match_4bc226b4be,2,6957,WeaponFire,Player Wi11ard fired MP9 (speed=125.71)
match_4bc226b4be,2,6962,WeaponFire,Player Wi11ard fired MP9 (speed=152.31)
match_4bc226b4be,2,6966,WeaponFire,Player Wi11ard fired MP9 (speed=152.31)
match_4bc226b4be,2,6971,WeaponFire,Player Wi11ard fired MP9 (speed=253.56)
match_4bc226b4be,2,6975,WeaponFire,Player Wi11ard fired MP9 (speed=253.56)
match_4bc226b4be,2,7108,WeaponFire,Player SOBAO fired Smoke Grenade (speed=486.46)
match_4bc226b4be,2,7160,WeaponFire,Player Wi11ard fired Smoke Grenade (speed=137.74)
match_4bc226b4be,2,7519,WeaponFire,Player SoldadoDeMou10 fired MP9 (speed=249.59)
match_4bc226b4be,2,7524,WeaponFire,Player SoldadoDeMou10 fired MP9 (speed=239.89)
match_4bc226b4be,2,7528,WeaponFire,Player SoldadoDeMou10 fired MP9 (speed=239.89)
match_4bc226b4be,2,7532,WeaponFire,Player SoldadoDeMou10 fired MP9 (speed=291.38)
match_4bc226b4be,2,7537,WeaponFire,Player SoldadoDeMou10 fired MP9 (speed=291.38)
match_4bc226b4be,2,7540,WeaponFire,Player Young Reel fired Glock-18 (speed=249.63)
match_4bc226b4be,2,7556,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=147.36)
match_4bc226b4be,2,7556,WeaponFire,Player Young Reel fired Glock-18 (speed=335.84)
match_4bc226b4be,2,7568,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=249.60)
match_4bc226b4be,2,7569,WeaponFire,Player SoldadoDeMou10 fired MP9 (speed=225.22)
match_4bc226b4be,2,7570,WeaponFire,Player Young Reel fired Glock-18 (speed=431.70)
match_4bc226b4be,2,7572,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=241.91)
match_4bc226b4be,2,7573,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=441.48)
match_4bc226b4be,2,7573,WeaponFire,Player SoldadoDeMou10 fired MP9 (speed=180.44)
match_4bc226b4be,2,7577,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=241.91)
match_4bc226b4be,2,7578,WeaponFire,Player SoldadoDeMou10 fired MP9 (speed=180.44)
match_4bc226b4be,2,7581,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=145.21)
match_4bc226b4be,2,7582,WeaponFire,Player Young Reel fired Glock-18 (speed=193.60)
match_4bc226b4be,2,7586,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=145.21)
match_4bc226b4be,2,7590,DeathPosition,"Player Young Reel died at (437.4, -19.3, -4.3)"
match_4bc226b4be,2,7590,Kill,"Killer=๖ۣۜBossma๖ۣۜ, Victim=Young Reel, Headshot=true"
match_4bc226b4be,2,7590,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=46.67)
match_4bc226b4be,2,7590,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=145.21)
match_4bc226b4be,2,7594,WeaponFire,Player EL MATA POLLOS fired Glock-18 (speed=159.64)
match_4bc226b4be,2,7595,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=231.67)
match_4bc226b4be,2,7599,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=231.67)
match_4bc226b4be,2,7600,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=169.84)
match_4bc226b4be,2,7604,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=143.75)
match_4bc226b4be,2,7606,WeaponFire,Player EL MATA POLLOS fired Glock-18 (speed=257.05)
match_4bc226b4be,2,7606,ItemPickup,Player tusmuertos picked_up C4 [finalMoney(after)=1150 cost=0]
match_4bc226b4be,2,7608,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=143.75)
match_4bc226b4be,2,7611,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=229.59)
match_4bc226b4be,2,7613,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=166.39)
match_4bc226b4be,2,7617,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=166.39)
match_4bc226b4be,2,7622,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=196.44)
match_4bc226b4be,2,7624,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=123.99)
match_4bc226b4be,2,7626,WeaponFire,Player EL MATA POLLOS fired Glock-18 (speed=27.73)
match_4bc226b4be,2,7626,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=196.44)
match_4bc226b4be,2,7630,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=196.44)
match_4bc226b4be,2,7633,WeaponFire,Player tusmuertos fired Glock-18 (speed=92.73)
match_4bc226b4be,2,7635,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=226.45)
match_4bc226b4be,2,7637,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=79.20)
match_4bc226b4be,2,7639,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=226.45)
match_4bc226b4be,2,7641,WeaponFire,Player EL MATA POLLOS fired Glock-18 (speed=208.88)
match_4bc226b4be,2,7644,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=225.56)
match_4bc226b4be,2,7647,WeaponFire,Player tusmuertos fired Glock-18 (speed=32.50)
match_4bc226b4be,2,7648,WeaponFire,Player ♕QUE MIRA BOBO♕ fired Glock-18 (speed=260.81)
match_4bc226b4be,2,7648,WeaponFire,Player ๖ۣۜBossma๖ۣۜ fired MP9 (speed=225.56)
