match_id,map_name,match_duration,result,team_score,opponent_score,filename,date
match_4bc226b4be,de_dust2,32:58,defeat,10,13,match_SMwpdiTWALzN5tyM9WYXBb4mA.dem,2025-02-24 17:11:55
